,sentence,term,polarity,from,to,ln
1678,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"['Traditional French decour', 'hall']","['positive', 'negative']","['0', '50']","['25', '54']","[25, 4]"
1679,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,"['pad see ew', 'dishes']","['neutral', 'positive']","['10', '94']","['20', '100']","[10, 6]"
1680,Truly the mark of an attentive waiter.,['waiter'],['positive'],['31'],['37'],[6]
1681,Try green curry with vegetables.,['green curry with vegetables'],['positive'],['4'],['31'],[27]
1682,"Try ordering from the regular menu, then you would not regret!",['menu'],['positive'],['30'],['34'],[4]
1683,Try sushimi cucumber roll.,['sushimi cucumber roll'],['positive'],['4'],['25'],[21]
1684,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,"['Pad Se-Ew', 'Chicken with Cashew Nuts']","['positive', 'positive']","['8', '21']","['17', '45']","[9, 24]"
1685,"Try the Pad Thai, it's fabulous and their prices are so cheap!","['Pad Thai', 'prices']","['positive', 'positive']","['8', '42']","['16', '48']","[8, 6]"
1686,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),"['Times Square cocktail', 'ginger lemonade with vodka']","['positive', 'positive']","['8', '33']","['29', '59']","[21, 26]"
1687,Try the cheesecake!,['cheesecake'],['positive'],['8'],['18'],[10]
1688,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,"['chocolate mud cake (warmed)', 'dulce de leche gelato']","['positive', 'positive']","['8', '53']","['35', '74']","[27, 21]"
1689,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","['congee', 'bread', 'donut like deep fried dough they call Ow Ley Soh']","['positive', 'positive', 'positive']","['8', '103', '23']","['14', '108', '71']","[6, 5, 48]"
1690,"Try the crunchy tuna, it is to die for.",['crunchy tuna'],['positive'],['8'],['20'],[12]
1691,Try the green curry!!!,['green curry'],['positive'],['8'],['19'],[11]
1692,"Try the hot dogs too, they're snappy and delicious.",['hot dogs'],['positive'],['8'],['16'],[8]
1693,Try the lasagnette appetizer.,['lasagnette appetizer'],['positive'],['8'],['28'],[20]
1694,Try the lobster teriyaki and the rose special roll.,"['lobster teriyaki', 'rose special roll']","['positive', 'positive']","['8', '33']","['24', '50']","[16, 17]"
1695,"Try the mediterranean salad, it is a true experience for your taste buds!!",['mediterranean salad'],['positive'],['8'],['27'],[19]
1696,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,"['olive cream cheese', 'lox spread', 'bagel']","['positive', 'positive', 'neutral']","['8', '34', '73']","['26', '44', '78']","[18, 10, 5]"
1697,Try the sea bass.,['sea bass'],['positive'],['8'],['16'],[8]
1698,Try the spicy wontons and the salt pepper shrimps.,"['spicy wontons', 'salt pepper shrimps']","['positive', 'positive']","['8', '30']","['21', '49']","[13, 19]"
1699,Try the tandoori salmon!,['tandoori salmon'],['positive'],['8'],['23'],[15]
1700,Try their plain pizza with fresh garlic or eggplant.,"['plain pizza', 'garlic', 'eggplant']","['positive', 'positive', 'positive']","['10', '33', '43']","['21', '39', '51']","[11, 6, 8]"
1701,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,"['meal', 'price']","['positive', 'positive']","['99', '114']","['103', '119']","[4, 5]"
1702,Turned out there was full service upstairs and sat down.,['service'],['positive'],['26'],['33'],[7]
1703,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","['dishes', 'menu']","['positive', 'neutral']","['96', '134']","['102', '138']","[6, 4]"
1704,Two words: Free wine.,['wine'],['positive'],['16'],['20'],[4]
1705,Ummm...the beer was cold.,['beer'],['positive'],['11'],['15'],[4]
1706,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",['food'],['positive'],['19'],['23'],[4]
1707,"Unfortunately, the food was NOT something to get worked up about.",['food'],['negative'],['19'],['23'],[4]
1708,Unique apppetizers.,['apppetizers'],['positive'],['7'],['18'],[11]
1709,"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.","['place', 'place']","['negative', 'negative']","['51', '86']","['56', '91']","[5, 5]"
1710,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",['bagels'],['positive'],['69'],['75'],[6]
1711,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","['sandwiches', 'price', 'portion']","['negative', 'positive', 'positive']","['37', '153', '140']","['47', '158', '147']","[10, 5, 7]"
1712,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,['wait'],['negative'],['66'],['70'],[4]
1713,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","['owners', 'hosts']","['positive', 'positive']","['38', '119']","['44', '124']","[6, 5]"
1714,Usually 3 vs. 4 items per dish.,['dish'],['neutral'],['26'],['30'],[4]
1715,VT is what baby pizzas hope to be when they grow up.,['baby pizzas'],['neutral'],['11'],['22'],[11]
1716,Veal Parmigana - Better than Patsy's!,['Veal Parmigana'],['positive'],['0'],['14'],[14]
1717,Very affordable and excellent ambient!,['ambient'],['positive'],['30'],['37'],[7]
1718,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",['Chef'],['negative'],['37'],['41'],[4]
1719,Very good service and very good prices.,"['service', 'prices']","['positive', 'positive']","['10', '32']","['17', '38']","[7, 6]"
1720,Very good wine choices.,['wine choices'],['positive'],['10'],['22'],[12]
1721,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,"['Sake', 'dishes', 'portion']","['positive', 'positive', 'neutral']","['28', '68', '43']","['32', '74', '50']","[4, 6, 7]"
1722,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.","['wine', 'ambience', 'wine']","['positive', 'positive', 'positive']","['71', '119', '97']","['75', '127', '101']","[4, 8, 4]"
1723,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",['service'],['positive'],['112'],['119'],[7]
1724,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"['Wait staff', 'pie']","['negative', 'positive']","['0', '74']","['10', '77']","[10, 3]"
1725,Waiters are slow but sweet.,['Waiters'],['conflict'],['0'],['7'],[7]
1726,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.","['Waiters', 'food portions', 'drinks', 'entree']","['negative', 'negative', 'neutral', 'negative']","['0', '42', '23', '105']","['7', '55', '29', '111']","[7, 13, 6, 6]"
1727,Waitstaff are very friendly.,['Waitstaff'],['positive'],['0'],['9'],[9]
1728,"Waitstaff is great, very attentive.",['Waitstaff'],['positive'],['0'],['9'],[9]
1729,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,['outdoor seating'],['positive'],['45'],['60'],[15]
1730,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).","['surroundings', 'dining rooms']","['positive', 'neutral']","['18', '105']","['30', '117']","[12, 12]"
1731,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.","['quality', 'care', 'food', 'specials']","['positive', 'positive', 'positive', 'neutral']","['68', '80', '103', '54']","['75', '84', '107', '62']","[7, 4, 4, 8]"
1732,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.","['food', 'service', 'tip']","['neutral', 'neutral', 'negative']","['68', '77', '21']","['72', '84', '24']","[4, 7, 3]"
1733,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,['chinese food'],['positive'],['93'],['105'],[12]
1734,"We all ate pasta entre'es, which were great.","[""pasta entre'es""]",['positive'],['11'],['25'],[14]
1735,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.","['menu', 'food']","['positive', 'positive']","['23', '100']","['27', '104']","[4, 4]"
1736,We also had shared a house salad that was fresh.,['house salad'],['positive'],['21'],['32'],[11]
1737,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,"['hot dogs', 'menu']","['neutral', 'neutral']","['20', '102']","['28', '106']","[8, 4]"
1738,We always get a sampling of appetizers and share.,['appetizers'],['neutral'],['28'],['38'],[10]
1739,We always have a delicious meal and always leave feeling satisfied.,['meal'],['positive'],['27'],['31'],[4]
1740,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","['sushi', 'ceviche mix (special)', 'crab dumplings', 'assorted sashimi', 'sushi', 'rolls', 'sake', 'banana tempura']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['29', '90', '113', '129', '147', '157', '177', '191']","['34', '111', '127', '145', '152', '162', '181', '205']","[5, 21, 14, 16, 5, 5, 4, 14]"
1741,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",['dinner'],['neutral'],['15'],['21'],[6]
1742,We arrived on time for our reservation and seated promptly.The,['reservation'],['positive'],['27'],['38'],[11]
1743,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","['room', 'area']","['neutral', 'negative']","['133', '87']","['137', '91']","[4, 4]"
1744,We ate at this Thai place following the reviews but very unhappy with the foods.,['foods'],['negative'],['74'],['79'],[5]
1745,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.","['pre-theatre 3-course dinner', 'wine flight']","['neutral', 'neutral']","['43', '76']","['70', '87']","[27, 11]"
1746,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","['back patio', 'music']","['positive', 'positive']","['18', '69']","['28', '74']","[10, 5]"
1747,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,['bar'],['neutral'],['30'],['33'],[3]
1748,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,"['cheese fondue', 'kielbasa', 'apples']","['neutral', 'neutral', 'neutral']","['18', '75', '64']","['31', '83', '70']","[13, 8, 6]"
1749,We both opted for a pasta dish and they were served timely and fresh.,"['pasta dish', 'served']","['positive', 'positive']","['20', '45']","['30', '51']","[10, 6]"
1750,"We concluded with tiramisu chocolate cake, both were delicious.",['tiramisu chocolate cake'],['positive'],['18'],['41'],[23]
